Climate,SoilType,WaterLevel,LandSize,PlantName,FertilizerName,DiseasesName,MedicineName
Cold,Black Soil,Low,8.35,Pumpkin (Poosani),DAP,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Clay,High,7.46,Pumpkin (Poosani),DAP,Rust,Neem Oil
Winter,Clay,Low,2.62,Pumpkin (Poosani),Urea,Blight,Trichoderma
Rainy (Monsoon),Sandy,Medium,6.14,Green Chilli (Hari Mirch),Urea,Wilt,Neem Oil
Rainy (Monsoon),Clay,High,9.06,Green Chilli (Hari Mirch),Cow Manure,Root Rot,Neem Oil
Rainy (Monsoon),Sandy,High,8.93,Green Chilli (Hari Mirch),DAP,Blight,Carbendazim
Cold,Clay,High,7.74,Green Chilli (Hari Mirch),Urea,Root Rot,Neem Oil
Summer,Black Soil,Medium,3.07,Green Chilli (Hari Mirch),Urea,Root Rot,Trichoderma
Winter,Red Soil,High,4.12,Green Chilli (Hari Mirch),Cow Manure,Rust,Neem Oil
Spring,Sandy,High,4.54,Green Chilli (Hari Mirch),NPK,Root Rot,Copper Fungicide
Summer,Red Soil,Low,6.47,Green Chilli (Hari Mirch),Vermicompost,Wilt,Sulfur Spray
Spring,Red Soil,High,7.34,Green Chilli (Hari Mirch),DAP,Powdery Mildew,Sulfur Spray
Cold,Black Soil,High,9.55,Green Chilli (Hari Mirch),Urea,Leaf Spot,Trichoderma
Rainy (Monsoon),Loamy,High,8.42,Capsicum (Kudaimilagai),Vermicompost,Root Rot,Neem Oil
Winter,Black Soil,High,9.68,Capsicum (Kudaimilagai),Urea,Blight,Carbendazim
Cold,Alluvial Soil,Medium,6.38,Capsicum (Kudaimilagai),Vermicompost,Powdery Mildew,Carbendazim
Cold,Alluvial Soil,High,9.24,Capsicum (Kudaimilagai),Vermicompost,Wilt,Chlorothalonil
Spring,Clay,Medium,4.13,Capsicum (Kudaimilagai),Vermicompost,Wilt,Neem Oil
Winter,Black Soil,Low,9.69,Capsicum (Kudaimilagai),Urea,Root Rot,Trichoderma
Summer,Loamy,Low,2.28,Capsicum (Kudaimilagai),DAP,Root Rot,Chlorothalonil
Summer,Loamy,Medium,6.73,Capsicum (Kudaimilagai),DAP,Wilt,Copper Fungicide
Cold,Red Soil,Medium,1.45,Capsicum (Kudaimilagai),Compost,Root Rot,Copper Fungicide
Rainy (Monsoon),Red Soil,Low,6.88,Capsicum (Kudaimilagai),Urea,Leaf Spot,Trichoderma
Winter,Black Soil,High,9.67,Cucumber (Vellari),Urea,Rust,Chlorothalonil
Rainy (Monsoon),Alluvial Soil,High,8.06,Cucumber (Vellari),NPK,Leaf Spot,Trichoderma
Winter,Black Soil,High,6.81,Cucumber (Vellari),Compost,Blight,Carbendazim
Cold,Sandy,High,9.37,Cucumber (Vellari),Urea,Blight,Trichoderma
Rainy (Monsoon),Red Soil,High,2.82,Cucumber (Vellari),NPK,Rust,Trichoderma
Winter,Loamy,Low,5.44,Cucumber (Vellari),Urea,Leaf Spot,Carbendazim
Rainy (Monsoon),Loamy,High,1.3,Cucumber (Vellari),Compost,Root Rot,Trichoderma
Spring,Alluvial Soil,Low,6.19,Cucumber (Vellari),Vermicompost,Wilt,Chlorothalonil
Summer,Alluvial Soil,Medium,4.09,Cucumber (Vellari),Urea,Leaf Spot,Trichoderma
Summer,Sandy,High,5.62,Cucumber (Vellari),Compost,Powdery Mildew,Sulfur Spray
Cold,Black Soil,Low,9.66,Beans (French Beans),Vermicompost,Rust,Neem Oil
Spring,Black Soil,High,6.61,Beans (French Beans),NPK,Root Rot,Chlorothalonil
Rainy (Monsoon),Clay,High,1.47,Beans (French Beans),NPK,Root Rot,Chlorothalonil
Winter,Red Soil,Medium,5.66,Beans (French Beans),Compost,Root Rot,Copper Fungicide
Cold,Red Soil,High,8.95,Beans (French Beans),Urea,Blight,Trichoderma
Winter,Loamy,High,5.35,Beans (French Beans),NPK,Powdery Mildew,Carbendazim
Summer,Sandy,Low,5.6,Beans (French Beans),DAP,Powdery Mildew,Neem Oil
Summer,Loamy,Medium,6.9,Beans (French Beans),Compost,Wilt,Sulfur Spray
Cold,Black Soil,Low,1.07,Beans (French Beans),DAP,Leaf Spot,Carbendazim
Cold,Black Soil,Medium,8.79,Beans (French Beans),Cow Manure,Powdery Mildew,Copper Fungicide
Cold,Sandy,Medium,1.41,Peas (Pattani),Vermicompost,Root Rot,Neem Oil
Cold,Loamy,Low,5.68,Peas (Pattani),Urea,Wilt,Sulfur Spray
Rainy (Monsoon),Black Soil,Low,5.24,Peas (Pattani),DAP,Wilt,Carbendazim
Spring,Sandy,High,9.7,Peas (Pattani),DAP,Leaf Spot,Sulfur Spray
Summer,Alluvial Soil,Medium,1.23,Peas (Pattani),NPK,Rust,Sulfur Spray
Spring,Clay,High,9.33,Peas (Pattani),NPK,Powdery Mildew,Carbendazim
Rainy (Monsoon),Black Soil,Medium,7.34,Peas (Pattani),Urea,Rust,Trichoderma
Spring,Alluvial Soil,Medium,3.21,Peas (Pattani),DAP,Leaf Spot,Chlorothalonil
Rainy (Monsoon),Red Soil,Low,1.03,Peas (Pattani),Urea,Root Rot,Sulfur Spray
Summer,Red Soil,Medium,6.28,Peas (Pattani),Compost,Root Rot,Carbendazim
Cold,Alluvial Soil,Medium,0.95,Mango ,DAP,Blight,Trichoderma
Summer,Black Soil,Medium,9.73,Mango ,Cow Manure,Leaf Spot,Chlorothalonil
Winter,Alluvial Soil,High,7.91,Mango ,Vermicompost,Rust,Trichoderma
Rainy (Monsoon),Red Soil,Low,3.23,Mango ,Cow Manure,Blight,Carbendazim
Spring,Black Soil,Low,7.72,Mango ,DAP,Powdery Mildew,Neem Oil
Spring,Sandy,High,3.93,Mango ,Urea,Root Rot,Neem Oil
Spring,Loamy,Low,9.27,Mango ,DAP,Powdery Mildew,Carbendazim
Winter,Red Soil,Low,5.47,Mango ,DAP,Root Rot,Neem Oil
Spring,Clay,Medium,4.12,Mango ,Vermicompost,Root Rot,Carbendazim
Rainy (Monsoon),Loamy,Low,7.27,Mango ,Cow Manure,Powdery Mildew,Chlorothalonil
Spring,Black Soil,High,3.24,Banana (Vaalai),NPK,Wilt,Trichoderma
Summer,Red Soil,Medium,6.32,Banana (Vaalai),DAP,Rust,Trichoderma
Winter,Sandy,Medium,8.85,Banana (Vaalai),DAP,Blight,Trichoderma
Summer,Sandy,Low,5.43,Banana (Vaalai),DAP,Powdery Mildew,Trichoderma
Rainy (Monsoon),Sandy,Medium,5.99,Banana (Vaalai),Cow Manure,Root Rot,Copper Fungicide
Summer,Clay,High,1.44,Banana (Vaalai),Urea,Leaf Spot,Carbendazim
Summer,Clay,Low,8.01,Banana (Vaalai),NPK,Wilt,Neem Oil
Winter,Loamy,High,9.95,Banana (Vaalai),Compost,Leaf Spot,Sulfur Spray
Spring,Loamy,High,9.32,Banana (Vaalai),DAP,Blight,Chlorothalonil
Spring,Sandy,Low,5.03,Banana (Vaalai),DAP,Leaf Spot,Trichoderma
Spring,Red Soil,Low,1.36,Apple,Vermicompost,Wilt,Chlorothalonil
Spring,Clay,Medium,9.75,Apple,DAP,Rust,Neem Oil
Rainy (Monsoon),Sandy,Medium,4.25,Apple,Compost,Root Rot,Trichoderma
Rainy (Monsoon),Black Soil,High,5.33,Apple,DAP,Powdery Mildew,Trichoderma
Spring,Loamy,Low,2.68,Apple,Vermicompost,Root Rot,Carbendazim
Rainy (Monsoon),Alluvial Soil,Medium,0.83,Apple,Compost,Leaf Spot,Chlorothalonil
Spring,Loamy,Medium,8.03,Apple,Urea,Wilt,Copper Fungicide
Winter,Loamy,Medium,9.48,Apple,Cow Manure,Powdery Mildew,Sulfur Spray
Cold,Clay,High,2.74,Apple,Compost,Root Rot,Copper Fungicide
Cold,Sandy,Medium,9.33,Apple,NPK,Powdery Mildew,Sulfur Spray
Cold,Sandy,Low,4.82,Orange ,Urea,Wilt,Neem Oil
Rainy (Monsoon),Red Soil,Low,8.54,Orange ,DAP,Blight,Sulfur Spray
Summer,Red Soil,Low,6.69,Orange ,NPK,Leaf Spot,Carbendazim
Rainy (Monsoon),Red Soil,Medium,6.09,Orange ,Urea,Leaf Spot,Trichoderma
Winter,Black Soil,Low,5.02,Orange ,DAP,Powdery Mildew,Carbendazim
Spring,Alluvial Soil,High,4.98,Orange ,Compost,Root Rot,Copper Fungicide
Rainy (Monsoon),Black Soil,Low,1.84,Orange ,Cow Manure,Powdery Mildew,Trichoderma
Spring,Sandy,Medium,0.83,Orange ,Urea,Blight,Neem Oil
Cold,Red Soil,High,9.12,Orange ,Urea,Leaf Spot,Carbendazim
Cold,Loamy,High,9.88,Orange ,Urea,Rust,Trichoderma
Cold,Clay,Medium,5.86,Papaya (papaali),NPK,Leaf Spot,Carbendazim
Spring,Loamy,High,8.87,Papaya (papaali),Urea,Leaf Spot,Carbendazim
Rainy (Monsoon),Black Soil,Medium,1.15,Papaya (papaali),Vermicompost,Rust,Chlorothalonil
Cold,Clay,Low,1.58,Papaya (papaali),Compost,Root Rot,Carbendazim
Winter,Clay,High,6.92,Papaya (papaali),Vermicompost,Blight,Neem Oil
Winter,Red Soil,Medium,1.12,Papaya (papaali),Compost,Leaf Spot,Sulfur Spray
Spring,Alluvial Soil,High,5.47,Papaya (papaali),Urea,Blight,Neem Oil
Winter,Loamy,Medium,7.09,Papaya (papaali),NPK,Root Rot,Trichoderma
Cold,Loamy,Low,3.24,Papaya (papaali),NPK,Powdery Mildew,Carbendazim
Winter,Clay,Medium,4,Papaya (papaali),Cow Manure,Rust,Neem Oil
Summer,Black Soil,High,6.31,Guava  (Koyyappalam),Cow Manure,Wilt,Neem Oil
Spring,Clay,Low,1.28,Guava  (Koyyappalam),NPK,Blight,Carbendazim
Rainy (Monsoon),Alluvial Soil,Medium,2.17,Guava  (Koyyappalam),Compost,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Black Soil,High,8.37,Guava  (Koyyappalam),Urea,Root Rot,Trichoderma
Winter,Clay,High,6.08,Guava  (Koyyappalam),Cow Manure,Blight,Trichoderma
Rainy (Monsoon),Sandy,Medium,3.55,Guava  (Koyyappalam),Compost,Rust,Sulfur Spray
Rainy (Monsoon),Clay,High,9.35,Guava  (Koyyappalam),NPK,Leaf Spot,Neem Oil
Spring,Alluvial Soil,High,9.96,Guava  (Koyyappalam),Compost,Blight,Chlorothalonil
Cold,Loamy,Medium,6.95,Guava  (Koyyappalam),Cow Manure,Wilt,Trichoderma
Cold,Clay,High,3.83,Guava  (Koyyappalam),Vermicompost,Rust,Trichoderma
Cold,Clay,Low,5.31,Pineapple(Annasi pazham),Cow Manure,Wilt,Trichoderma
Spring,Loamy,Low,4.25,Pineapple(Annasi pazham),Compost,Blight,Chlorothalonil
Winter,Loamy,Low,3.34,Pineapple(Annasi pazham),Urea,Wilt,Trichoderma
Summer,Sandy,Medium,9.7,Pineapple(Annasi pazham),Urea,Rust,Carbendazim
Summer,Clay,Medium,3.88,Pineapple(Annasi pazham),DAP,Wilt,Copper Fungicide
Rainy (Monsoon),Sandy,High,8.64,Pineapple(Annasi pazham),Vermicompost,Root Rot,Carbendazim
Spring,Sandy,High,3.45,Pineapple(Annasi pazham),NPK,Blight,Sulfur Spray
Summer,Alluvial Soil,High,0.95,Pineapple(Annasi pazham),Vermicompost,Powdery Mildew,Neem Oil
Winter,Sandy,Low,8.07,Pineapple(Annasi pazham),Cow Manure,Powdery Mildew,Copper Fungicide
Summer,Red Soil,Medium,4.62,Pineapple(Annasi pazham),NPK,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Sandy,Medium,6.43,Pomegranate ( Maadhulam Pazham ),Urea,Leaf Spot,Copper Fungicide
Summer,Loamy,High,3.04,Pomegranate ( Maadhulam Pazham ),Cow Manure,Powdery Mildew,Sulfur Spray
Spring,Black Soil,Medium,8.33,Pomegranate ( Maadhulam Pazham ),Cow Manure,Root Rot,Chlorothalonil
Cold,Red Soil,Low,6.11,Pomegranate ( Maadhulam Pazham ),Vermicompost,Root Rot,Copper Fungicide
Summer,Sandy,Low,8.94,Pomegranate ( Maadhulam Pazham ),Vermicompost,Root Rot,Sulfur Spray
Summer,Clay,Medium,7.19,Pomegranate ( Maadhulam Pazham ),Compost,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Red Soil,High,5.93,Pomegranate ( Maadhulam Pazham ),DAP,Wilt,Carbendazim
Winter,Loamy,High,8.63,Pomegranate ( Maadhulam Pazham ),Vermicompost,Leaf Spot,Sulfur Spray
Cold,Alluvial Soil,Medium,4.73,Pomegranate ( Maadhulam Pazham ),Compost,Powdery Mildew,Carbendazim
Spring,Black Soil,Low,0.73,Pomegranate ( Maadhulam Pazham ),NPK,Wilt,Sulfur Spray
Winter,Red Soil,Medium,3.03,Grapes ,Cow Manure,Root Rot,Chlorothalonil
Spring,Black Soil,High,2.91,Grapes ,Urea,Leaf Spot,Carbendazim
Rainy (Monsoon),Loamy,Low,8.44,Grapes ,NPK,Blight,Chlorothalonil
Spring,Clay,Medium,5.39,Grapes ,DAP,Powdery Mildew,Copper Fungicide
Winter,Red Soil,High,6.04,Grapes ,Compost,Rust,Chlorothalonil
Spring,Sandy,Medium,9.79,Grapes ,Vermicompost,Rust,Chlorothalonil
Rainy (Monsoon),Clay,Low,7.85,Grapes ,Vermicompost,Blight,Carbendazim
Spring,Loamy,Medium,5.94,Grapes ,DAP,Rust,Chlorothalonil
Cold,Loamy,High,5.96,Grapes ,NPK,Rust,Carbendazim
Summer,Alluvial Soil,Low,4.92,Grapes ,Cow Manure,Root Rot,Carbendazim
Summer,Black Soil,Low,6.92,Watermelon ,DAP,Rust,Copper Fungicide
Summer,Black Soil,Low,3,Watermelon ,Cow Manure,Rust,Carbendazim
Winter,Red Soil,Medium,9.93,Watermelon ,DAP,Blight,Sulfur Spray
Spring,Red Soil,High,3.47,Watermelon ,NPK,Rust,Trichoderma
Rainy (Monsoon),Alluvial Soil,Low,4.57,Watermelon ,DAP,Powdery Mildew,Chlorothalonil
Spring,Alluvial Soil,Medium,8.18,Watermelon ,Vermicompost,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Alluvial Soil,Low,6.67,Watermelon ,DAP,Leaf Spot,Trichoderma
Rainy (Monsoon),Clay,High,2.39,Watermelon ,Compost,Wilt,Chlorothalonil
Cold,Sandy,Medium,1.48,Watermelon ,Compost,Rust,Trichoderma
Cold,Alluvial Soil,Medium,6.85,Watermelon ,Urea,Root Rot,Neem Oil
Summer,Black Soil,Medium,1.27,Muskmelon (Mulam Pazham),Cow Manure,Blight,Copper Fungicide
Spring,Clay,Medium,1.39,Muskmelon (Mulam Pazham),Compost,Blight,Chlorothalonil
Rainy (Monsoon),Alluvial Soil,Medium,9.31,Muskmelon (Mulam Pazham),NPK,Wilt,Neem Oil
Rainy (Monsoon),Alluvial Soil,Low,8.21,Muskmelon (Mulam Pazham),Cow Manure,Leaf Spot,Copper Fungicide
Summer,Sandy,High,1.38,Muskmelon (Mulam Pazham),Vermicompost,Blight,Trichoderma
Rainy (Monsoon),Black Soil,Medium,5.92,Muskmelon (Mulam Pazham),Vermicompost,Wilt,Chlorothalonil
Rainy (Monsoon),Clay,High,0.69,Muskmelon (Mulam Pazham),DAP,Blight,Chlorothalonil
Summer,Red Soil,High,4.51,Muskmelon (Mulam Pazham),Vermicompost,Root Rot,Carbendazim
Rainy (Monsoon),Alluvial Soil,Low,1.11,Muskmelon (Mulam Pazham),DAP,Wilt,Copper Fungicide
Spring,Red Soil,Low,7.12,Muskmelon (Mulam Pazham),DAP,Leaf Spot,Sulfur Spray
Summer,Loamy,High,7.82,Sapota (Chikoo),Cow Manure,Wilt,Trichoderma
Summer,Red Soil,High,0.82,Sapota (Chikoo),NPK,Wilt,Chlorothalonil
Rainy (Monsoon),Clay,Low,0.94,Sapota (Chikoo),NPK,Powdery Mildew,Copper Fungicide
Cold,Alluvial Soil,Medium,3.11,Sapota (Chikoo),Vermicompost,Rust,Neem Oil
Spring,Alluvial Soil,High,4.21,Sapota (Chikoo),NPK,Root Rot,Copper Fungicide
Cold,Sandy,Medium,8.03,Sapota (Chikoo),Compost,Wilt,Chlorothalonil
Winter,Black Soil,High,6.17,Sapota (Chikoo),Vermicompost,Rust,Chlorothalonil
Summer,Red Soil,Low,6.63,Sapota (Chikoo),Cow Manure,Powdery Mildew,Chlorothalonil
Rainy (Monsoon),Clay,High,8.47,Sapota (Chikoo),Urea,Wilt,Neem Oil
Winter,Clay,Low,9.61,Sapota (Chikoo),DAP,Root Rot,Neem Oil
Rainy (Monsoon),Clay,Medium,5.74,Custard Apple (Sitaphal),Compost,Wilt,Sulfur Spray
Summer,Black Soil,High,3.36,Custard Apple (Sitaphal),Cow Manure,Leaf Spot,Chlorothalonil
Rainy (Monsoon),Red Soil,Medium,1.96,Custard Apple (Sitaphal),Urea,Wilt,Neem Oil
Winter,Black Soil,Low,8.8,Custard Apple (Sitaphal),Compost,Powdery Mildew,Chlorothalonil
Summer,Red Soil,Medium,0.77,Custard Apple (Sitaphal),DAP,Root Rot,Trichoderma
Cold,Black Soil,High,3.55,Custard Apple (Sitaphal),Compost,Leaf Spot,Chlorothalonil
Winter,Loamy,High,1.95,Custard Apple (Sitaphal),Urea,Leaf Spot,Copper Fungicide
Cold,Sandy,Low,7.44,Custard Apple (Sitaphal),Cow Manure,Rust,Chlorothalonil
Rainy (Monsoon),Loamy,Low,5.53,Custard Apple (Sitaphal),Vermicompost,Powdery Mildew,Trichoderma
Winter,Loamy,Low,6.37,Custard Apple (Sitaphal),Cow Manure,Powdery Mildew,Carbendazim
Spring,Alluvial Soil,High,1.77,Jackfruit (Palapazham),DAP,Blight,Neem Oil
Cold,Alluvial Soil,High,1.14,Jackfruit (Palapazham),DAP,Blight,Neem Oil
Cold,Alluvial Soil,Medium,4.35,Jackfruit (Palapazham),Vermicompost,Blight,Sulfur Spray
Summer,Sandy,Medium,6.16,Jackfruit (Palapazham),Cow Manure,Rust,Carbendazim
Winter,Red Soil,High,4.08,Jackfruit (Palapazham),Cow Manure,Wilt,Chlorothalonil
Summer,Sandy,Low,3.12,Jackfruit (Palapazham),Compost,Wilt,Trichoderma
Summer,Clay,Medium,9.37,Jackfruit (Palapazham),NPK,Powdery Mildew,Carbendazim
Summer,Alluvial Soil,Low,7.15,Jackfruit (Palapazham),Urea,Root Rot,Trichoderma
Cold,Alluvial Soil,Low,8.24,Jackfruit (Palapazham),DAP,Blight,Sulfur Spray
Winter,Alluvial Soil,High,3.66,Jackfruit (Palapazham),Cow Manure,Blight,Chlorothalonil
Cold,Clay,High,3.05,Litchi (Lychee),DAP,Leaf Spot,Copper Fungicide
Cold,Red Soil,Medium,2.86,Litchi (Lychee),Vermicompost,Wilt,Neem Oil
Cold,Loamy,Low,1.21,Litchi (Lychee),Urea,Rust,Sulfur Spray
Cold,Black Soil,Medium,5.9,Litchi (Lychee),Vermicompost,Rust,Sulfur Spray
Spring,Sandy,Low,6.18,Litchi (Lychee),Cow Manure,Blight,Carbendazim
Winter,Sandy,Low,0.84,Litchi (Lychee),Urea,Rust,Trichoderma
Spring,Black Soil,Low,0.75,Litchi (Lychee),DAP,Powdery Mildew,Chlorothalonil
Spring,Red Soil,Medium,2.02,Litchi (Lychee),Urea,Powdery Mildew,Copper Fungicide
Rainy (Monsoon),Sandy,High,4.68,Litchi (Lychee),Vermicompost,Blight,Copper Fungicide
Summer,Red Soil,Medium,9.75,Litchi (Lychee),Cow Manure,Rust,Sulfur Spray
Cold,Sandy,High,2.67,Turmeric (Manjal),DAP,Powdery Mildew,Trichoderma
Cold,Sandy,Medium,5.43,Turmeric (Manjal),Compost,Powdery Mildew,Sulfur Spray
Rainy (Monsoon),Clay,Medium,8.48,Turmeric (Manjal),NPK,Powdery Mildew,Trichoderma
Summer,Sandy,High,8.59,Turmeric (Manjal),Vermicompost,Blight,Carbendazim
Spring,Red Soil,Low,9.78,Turmeric (Manjal),Compost,Leaf Spot,Sulfur Spray
Cold,Clay,Low,0.86,Turmeric (Manjal),Vermicompost,Leaf Spot,Trichoderma
Cold,Sandy,Medium,1.16,Turmeric (Manjal),Vermicompost,Leaf Spot,Sulfur Spray
Spring,Sandy,Medium,4.55,Turmeric (Manjal),DAP,Powdery Mildew,Copper Fungicide
Cold,Alluvial Soil,High,6.16,Turmeric (Manjal),Cow Manure,Leaf Spot,Chlorothalonil
Winter,Clay,High,0.96,Turmeric (Manjal),Compost,Leaf Spot,Trichoderma
Spring,Red Soil,High,1.97,Ginger (Inji ),Urea,Rust,Carbendazim
Winter,Clay,High,4.4,Ginger (Inji ),NPK,Rust,Carbendazim
Cold,Loamy,Low,5.99,Ginger (Inji ),Vermicompost,Rust,Sulfur Spray
Summer,Red Soil,Medium,2.11,Ginger (Inji ),Compost,Wilt,Trichoderma
Rainy (Monsoon),Alluvial Soil,Medium,6.08,Ginger (Inji ),Compost,Wilt,Carbendazim
Spring,Black Soil,Low,6.19,Ginger (Inji ),DAP,Blight,Chlorothalonil
Summer,Sandy,Low,5.27,Ginger (Inji ),Urea,Root Rot,Copper Fungicide
Summer,Alluvial Soil,Low,4.15,Ginger (Inji ),Cow Manure,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Black Soil,Medium,6.97,Ginger (Inji ),NPK,Root Rot,Trichoderma
Winter,Alluvial Soil,Low,2.35,Ginger (Inji ),Vermicompost,Blight,Copper Fungicide
Winter,Sandy,Low,7.91,Garlic ( Poondu),Urea,Root Rot,Copper Fungicide
Winter,Loamy,High,4.15,Garlic ( Poondu),Cow Manure,Root Rot,Sulfur Spray
Rainy (Monsoon),Loamy,Medium,3.4,Garlic ( Poondu),NPK,Powdery Mildew,Carbendazim
Rainy (Monsoon),Clay,Medium,9.46,Garlic ( Poondu),NPK,Leaf Spot,Neem Oil
Rainy (Monsoon),Alluvial Soil,Medium,7.49,Garlic ( Poondu),NPK,Rust,Sulfur Spray
Rainy (Monsoon),Red Soil,High,9.85,Garlic ( Poondu),Compost,Wilt,Trichoderma
Cold,Black Soil,Medium,6.18,Garlic ( Poondu),Vermicompost,Blight,Sulfur Spray
Cold,Loamy,High,5.46,Garlic ( Poondu),Urea,Leaf Spot,Trichoderma
Cold,Loamy,Low,2.07,Garlic ( Poondu),Cow Manure,Wilt,Trichoderma
Rainy (Monsoon),Clay,High,3.79,Garlic ( Poondu),Vermicompost,Blight,Chlorothalonil
Cold,Loamy,Medium,8.59,Black Pepper (Milagu),NPK,Blight,Trichoderma
Spring,Black Soil,Low,6.27,Black Pepper (Milagu),DAP,Leaf Spot,Copper Fungicide
Rainy (Monsoon),Red Soil,Low,5.34,Black Pepper (Milagu),Cow Manure,Blight,Copper Fungicide
Spring,Alluvial Soil,High,7.71,Black Pepper (Milagu),Vermicompost,Leaf Spot,Sulfur Spray
Summer,Red Soil,High,6.58,Black Pepper (Milagu),Urea,Rust,Sulfur Spray
Rainy (Monsoon),Black Soil,High,5.56,Black Pepper (Milagu),Compost,Rust,Carbendazim
Rainy (Monsoon),Red Soil,Medium,7.2,Black Pepper (Milagu),Cow Manure,Leaf Spot,Trichoderma
Rainy (Monsoon),Alluvial Soil,High,2.93,Black Pepper (Milagu),Urea,Blight,Sulfur Spray
Spring,Clay,Low,9.39,Black Pepper (Milagu),Urea,Wilt,Trichoderma
Summer,Red Soil,Low,6.02,Black Pepper (Milagu),Compost,Blight,Neem Oil
Spring,Black Soil,High,3.69,Cardamom (Elaichi),Cow Manure,Leaf Spot,Sulfur Spray
Rainy (Monsoon),Loamy,High,7.61,Cardamom (Elaichi),Cow Manure,Root Rot,Trichoderma
Spring,Black Soil,Low,4.91,Cardamom (Elaichi),NPK,Rust,Chlorothalonil
Spring,Alluvial Soil,Low,7.22,Cardamom (Elaichi),Compost,Blight,Chlorothalonil
Winter,Sandy,Medium,0.77,Cardamom (Elaichi),Urea,Leaf Spot,Trichoderma
Spring,Sandy,Medium,1.51,Cardamom (Elaichi),Cow Manure,Powdery Mildew,Copper Fungicide
Cold,Sandy,High,7.52,Cardamom (Elaichi),Compost,Leaf Spot,Sulfur Spray
Summer,Black Soil,High,1.99,Cardamom (Elaichi),DAP,Wilt,Carbendazim
Rainy (Monsoon),Red Soil,Low,7.02,Cardamom (Elaichi),DAP,Wilt,Trichoderma
Rainy (Monsoon),Clay,High,0.94,Cardamom (Elaichi),NPK,Root Rot,Copper Fungicide
Spring,Loamy,Medium,6.02,Clove ( Krambu),Compost,Powdery Mildew,Copper Fungicide
Cold,Sandy,High,5.85,Clove ( Krambu),DAP,Rust,Copper Fungicide
Summer,Red Soil,Low,3.68,Clove ( Krambu),Vermicompost,Blight,Neem Oil
Summer,Sandy,High,8.24,Clove ( Krambu),Vermicompost,Blight,Carbendazim
Cold,Black Soil,Low,4.65,Clove ( Krambu),Urea,Blight,Sulfur Spray
Cold,Red Soil,Low,4.72,Clove ( Krambu),Cow Manure,Leaf Spot,Trichoderma
Cold,Red Soil,High,5.02,Clove ( Krambu),NPK,Leaf Spot,Neem Oil
Cold,Sandy,Low,7.71,Clove ( Krambu),DAP,Root Rot,Carbendazim
Summer,Red Soil,High,9.61,Clove ( Krambu),NPK,Leaf Spot,Carbendazim
Winter,Alluvial Soil,High,1.77,Clove ( Krambu),DAP,Rust,Trichoderma
Winter,Red Soil,Low,4.73,Cinnamon (Pattai ),Urea,Powdery Mildew,Copper Fungicide
Cold,Black Soil,Medium,6.53,Cinnamon (Pattai ),Compost,Wilt,Neem Oil
Summer,Red Soil,Low,9.85,Cinnamon (Pattai ),Compost,Wilt,Carbendazim
Winter,Alluvial Soil,Medium,2.72,Cinnamon (Pattai ),Compost,Powdery Mildew,Neem Oil
Rainy (Monsoon),Clay,Medium,7.83,Cinnamon (Pattai ),Compost,Wilt,Carbendazim
Cold,Loamy,Medium,6.78,Cinnamon (Pattai ),Compost,Root Rot,Carbendazim
Cold,Loamy,Medium,1.18,Cinnamon (Pattai ),DAP,Powdery Mildew,Sulfur Spray
Spring,Sandy,Medium,3.41,Cinnamon (Pattai ),Cow Manure,Wilt,Sulfur Spray
Spring,Loamy,High,0.69,Cinnamon (Pattai ),Urea,Leaf Spot,Chlorothalonil
Rainy (Monsoon),Black Soil,Low,2.93,Cinnamon (Pattai ),Compost,Wilt,Trichoderma
Summer,Black Soil,Low,8.02,Coriander (Malli),Vermicompost,Wilt,Carbendazim
Rainy (Monsoon),Loamy,High,9.79,Coriander (Malli),Cow Manure,Leaf Spot,Copper Fungicide
Winter,Red Soil,Medium,9.45,Coriander (Malli),DAP,Powdery Mildew,Trichoderma
Cold,Red Soil,High,3.11,Coriander (Malli),Cow Manure,Wilt,Chlorothalonil
Cold,Black Soil,Low,6.65,Coriander (Malli),Cow Manure,Rust,Carbendazim
Summer,Clay,High,1.8,Coriander (Malli),NPK,Wilt,Copper Fungicide
Spring,Loamy,High,2.18,Coriander (Malli),NPK,Wilt,Neem Oil
Rainy (Monsoon),Red Soil,Medium,9.36,Coriander (Malli),Urea,Blight,Neem Oil
Rainy (Monsoon),Clay,Medium,9.82,Coriander (Malli),NPK,Powdery Mildew,Sulfur Spray
Summer,Sandy,Medium,9.47,Coriander (Malli),Urea,Powdery Mildew,Trichoderma
Summer,Loamy,Low,6.96,Cumin (Jeera),Vermicompost,Wilt,Neem Oil
Winter,Black Soil,Low,8.58,Cumin (Jeera),Urea,Blight,Trichoderma
Winter,Red Soil,Medium,1.59,Cumin (Jeera),Cow Manure,Powdery Mildew,Carbendazim
Spring,Clay,Low,9.04,Cumin (Jeera),Vermicompost,Powdery Mildew,Sulfur Spray
Spring,Red Soil,Low,7.38,Cumin (Jeera),Cow Manure,Powdery Mildew,Carbendazim
Summer,Clay,Low,9.06,Cumin (Jeera),Urea,Root Rot,Sulfur Spray
